Version, Version Name, Name, Age, Revisions, Bugfix, LOCs, LOCs Touched, LOCs Added, Churn, Avg. Churn, Authors Number, Average Change Set, Buggy
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/jmx/ZKMBeanInfo.java,2,0,0,34,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/ByteBufferInputStream.java,5,0,0,62,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/ConnectionBean.java,2,0,0,101,0,0,0,0,3,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/ConnectionMXBean.java,2,0,0,65,0,0,0,0,2,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/DataNode.java,5,0,0,117,0,0,0,0,3,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/DataTree.java,5,0,0,1033,0,0,0,0,5,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/DataTreeBean.java,2,0,0,57,0,0,0,0,1,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/DataTreeMXBean.java,2,0,0,44,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/FinalRequestProcessor.java,5,0,0,273,0,0,0,0,5,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/LogFormatter.java,5,0,0,66,0,0,0,0,3,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java,5,1,1,951,7,2,3,3.0,4,9.0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java,5,1,1,484,2,1,0,0.0,5,9.0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/PurgeTxnLog.java,5,0,0,120,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/Request.java,5,0,0,190,0,0,0,0,6,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/RequestProcessor.java,5,0,0,34,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/ServerCnxn.java,5,1,1,63,4,4,3,3.0,4,9.0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/ServerConfig.java,5,0,0,84,0,0,0,0,4,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/ServerStats.java,5,0,0,115,0,0,0,0,4,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/SessionTracker.java,5,0,0,51,0,0,0,0,3,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/SessionTrackerImpl.java,5,0,0,213,0,0,0,0,5,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/SyncRequestProcessor.java,5,0,0,145,0,0,0,0,3,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/TraceFormatter.java,5,0,0,111,0,0,0,0,3,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/WatchManager.java,5,0,0,101,0,0,0,0,4,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/ZooKeeperServer.java,5,1,1,597,11,11,10,10.0,5,9.0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/ZooKeeperServerBean.java,2,0,0,91,0,0,0,0,3,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/ZooKeeperServerMXBean.java,2,0,0,79,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/ZooKeeperServerMain.java,5,0,0,110,0,0,0,0,3,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/ZooTrace.java,5,0,0,72,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/auth/AuthenticationProvider.java,5,0,0,75,0,0,0,0,3,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/auth/DigestAuthenticationProvider.java,5,0,0,124,0,0,0,0,3,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/auth/IPAuthenticationProvider.java,5,0,0,106,0,0,0,0,3,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/auth/ProviderRegistry.java,5,0,0,67,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/persistence/FileSnap.java,5,0,0,225,0,0,0,0,2,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/persistence/FileTxnLog.java,5,1,0,504,56,50,39,39.0,3,8.0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/persistence/FileTxnSnapLog.java,5,0,0,265,0,0,0,0,3,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/persistence/SnapShot.java,5,0,0,54,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/persistence/TxnLog.java,5,0,0,101,0,0,0,0,2,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/persistence/Util.java,5,0,0,298,0,0,0,0,3,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/AckRequestProcessor.java,5,0,0,45,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/AuthFastLeaderElection.java,5,0,0,807,0,0,0,0,3,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java,5,0,0,169,0,0,0,0,4,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/Election.java,5,0,0,22,0,0,0,0,4,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java,5,3,3,629,112,82,44,14.666666666666666,5,6.666666666666667,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/Follower.java,5,1,0,395,2,1,0,0.0,3,8.0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerBean.java,2,0,0,42,0,0,0,0,1,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerHandler.java,5,2,1,425,58,40,17,8.5,4,8.5,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerMXBean.java,2,0,0,36,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerRequestProcessor.java,5,0,0,94,0,0,0,0,4,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerSessionTracker.java,5,0,0,71,0,0,0,0,4,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerSyncRequest.java,5,0,0,30,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerZooKeeperServer.java,5,0,0,218,0,0,0,0,6,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/Leader.java,5,2,0,592,11,5,1,0.5,6,5.0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderBean.java,2,0,0,45,0,0,0,0,1,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderElection.java,5,0,0,214,0,0,0,0,4,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderElectionBean.java,2,0,0,35,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderElectionMXBean.java,2,0,0,28,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderMXBean.java,2,0,0,32,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderZooKeeperServer.java,5,1,1,150,8,3,1,1.0,6,9.0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/LocalPeerBean.java,2,0,0,55,0,0,0,0,1,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/LocalPeerMXBean.java,2,0,0,54,0,0,0,0,1,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/ProposalRequestProcessor.java,5,0,0,69,0,0,0,0,5,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumBean.java,2,0,0,37,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java,5,4,4,544,254,153,45,11.25,4,6.25,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumMXBean.java,2,0,0,31,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java,5,0,0,622,0,0,0,0,4,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java,5,1,1,252,4,2,0,0.0,3,4.0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerMain.java,5,0,0,134,0,0,0,0,3,0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumStats.java,5,0,0,59,0,0,0,0,3,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/RemotePeerBean.java,2,0,0,39,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/RemotePeerMXBean.java,2,0,0,31,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/SendAckRequestProcessor.java,5,1,0,68,24,22,20,20.0,4,8.0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/ServerBean.java,2,0,0,32,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/ServerMXBean.java,2,0,0,31,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/Vote.java,5,0,0,55,0,0,0,0,4,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumHierarchical.java,0,2,2,232,61,42,22,11.0,1,10.0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumMaj.java,0,1,1,49,11,11,10,10.0,1,5.0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumVerifier.java,0,1,1,29,1,1,1,1.0,1,5.0,true
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/upgrade/DataNodeV1.java,5,0,0,113,0,0,0,0,1,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/upgrade/DataTreeV1.java,5,0,0,534,0,0,0,0,3,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeMain.java,5,0,0,169,0,0,0,0,1,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShot.java,5,0,0,29,0,0,0,0,1,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShotV1.java,5,0,0,313,0,0,0,0,3,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/util/Profiler.java,5,0,0,35,0,0,0,0,2,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/server/util/SerializeUtils.java,5,0,0,98,0,0,0,0,3,0,false
6,refs/tags/release-3.2.1,src/java/main/org/apache/zookeeper/version/util/VerGen.java,5,0,0,121,0,0,0,0,4,0,false
6,refs/tags/release-3.2.1,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/LockListener.java,0,0,0,36,0,0,0,0,1,0,false
6,refs/tags/release-3.2.1,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ProtocolSupport.java,0,0,0,174,0,0,0,0,1,0,false
6,refs/tags/release-3.2.1,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/WriteLock.java,0,0,0,272,0,0,0,0,1,0,false
6,refs/tags/release-3.2.1,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ZNodeName.java,0,0,0,96,0,0,0,0,1,0,false
6,refs/tags/release-3.2.1,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ZooKeeperOperation.java,0,0,0,35,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/benchmark/org/apache/bookkeeper/benchmark/MySqlClient.java,3,0,0,121,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/benchmark/org/apache/bookkeeper/benchmark/TestClient.java,3,0,0,223,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/Bookie.java,3,0,0,322,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/BookieException.java,1,0,0,68,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,3,0,0,147,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/AsyncCallback.java,1,0,0,72,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BKDefs.java,1,0,0,88,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BKException.java,3,0,0,142,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BookKeeper.java,3,0,0,536,0,0,0,0,3,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BookieHandle.java,3,0,0,328,0,0,0,0,3,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/ClientCBWorker.java,3,0,0,117,0,0,0,0,3,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerEntry.java,3,0,0,48,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerHandle.java,3,0,0,733,0,0,0,0,4,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerManagementProcessor.java,1,0,0,1138,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerRecoveryMonitor.java,3,0,0,211,0,0,0,0,4,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerSequence.java,3,0,0,54,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/QuorumEngine.java,3,0,0,240,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/QuorumOpMonitor.java,3,0,0,388,0,0,0,0,3,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieClient.java,3,0,0,381,0,0,0,0,3,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieProtocol.java,3,0,0,71,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieServer.java,3,0,0,184,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/NIOServerFactory.java,3,0,0,467,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/ReadEntryCallback.java,3,0,0,31,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/ServerStats.java,3,0,0,120,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/WriteCallback.java,3,0,0,30,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,1,0,0,153,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,1,0,0,136,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/ClientBase.java,3,0,0,296,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/LocalBookKeeper.java,3,0,0,143,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/Main.java,3,0,0,48,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/fatjar/src/java/org/apache/zookeeper/util/FatJarMain.java,3,0,0,120,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/RestMain.java,1,0,0,62,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/ZooKeeperService.java,1,0,0,99,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZChildren.java,1,0,0,69,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZChildrenJSON.java,1,0,0,65,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZError.java,1,0,0,34,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZPath.java,1,0,0,53,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZStat.java,1,0,0,93,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/JAXBContextResolver.java,1,0,0,63,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/KeeperExceptionMapper.java,1,0,0,76,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/RuntimeExceptionMapper.java,1,0,0,42,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/ZErrorWriter.java,1,0,0,55,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/ZNodeResource.java,1,0,0,329,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/BinaryInputArchive.java,6,0,0,108,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/BinaryOutputArchive.java,6,0,0,123,0,0,0,0,3,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/CsvInputArchive.java,6,0,0,181,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/CsvOutputArchive.java,6,0,0,127,0,0,0,0,4,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/Index.java,6,0,0,36,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/InputArchive.java,6,0,0,40,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/OutputArchive.java,6,0,0,43,0,0,0,0,3,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/Record.java,6,0,0,29,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/RecordReader.java,6,0,0,84,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/RecordWriter.java,6,0,0,102,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/Utils.java,6,0,0,265,0,0,0,0,3,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/XmlInputArchive.java,6,0,0,215,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/XmlOutputArchive.java,6,0,0,216,0,0,0,0,3,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/CGenerator.java,6,0,0,81,0,0,0,0,3,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/CppGenerator.java,6,0,0,77,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/JBoolean.java,6,0,0,36,0,0,0,0,3,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/JBuffer.java,6,0,0,93,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/JByte.java,6,0,0,30,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/JCompType.java,6,0,0,46,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/JDouble.java,6,0,0,34,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/JField.java,6,0,0,80,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/JFile.java,6,0,0,73,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/JFloat.java,6,0,0,33,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/JInt.java,6,0,0,30,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/JLong.java,6,0,0,33,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/JMap.java,6,0,0,87,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/JRecord.java,6,0,0,475,0,0,0,0,4,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/JString.java,6,0,0,40,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/JType.java,6,0,0,118,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/JVector.java,6,0,0,89,0,0,0,0,3,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/JavaGenerator.java,6,0,0,52,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/generated/ParseException.java,6,0,0,196,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/generated/Rcc.java,6,0,0,493,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/generated/RccConstants.java,6,0,0,82,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/generated/RccTokenManager.java,6,0,0,825,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/generated/SimpleCharStream.java,6,0,0,386,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/generated/Token.java,6,0,0,88,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/jute/compiler/generated/TokenMgrError.java,6,0,0,137,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/AsyncCallback.java,6,0,0,44,0,0,0,0,3,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/ClientCnxn.java,6,0,0,1028,0,0,0,0,4,0,true
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/ClientWatchManager.java,6,0,0,36,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/CreateMode.java,6,0,0,75,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/Environment.java,3,0,0,89,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/JLineZNodeCompletor.java,1,0,0,75,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/KeeperException.java,6,0,0,589,0,0,0,0,3,0,true
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/Quotas.java,3,0,0,60,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/ServerAdminClient.java,6,0,0,271,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/StatsTrack.java,3,0,0,92,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/Version.java,6,0,0,69,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/WatchedEvent.java,6,0,0,72,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/Watcher.java,6,0,0,106,0,0,0,0,3,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/ZooDefs.java,6,0,0,81,0,0,0,0,3,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/ZooKeeper.java,6,0,0,1200,0,0,0,0,4,0,true
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/ZooKeeperMain.java,6,0,0,758,0,0,0,0,3,0,true
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/common/PathTrie.java,3,0,0,265,0,0,0,0,2,0,true
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/common/PathUtils.java,1,0,0,95,0,0,0,0,1,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/jmx/CommonNames.java,3,0,0,27,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/jmx/MBeanRegistry.java,3,0,0,180,0,0,0,0,4,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/jmx/ManagedUtil.java,3,0,0,60,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/jmx/ZKMBeanInfo.java,3,0,0,34,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/server/ByteBufferInputStream.java,6,0,0,62,0,0,0,0,2,0,false
7,refs/tags/release-3.2.2,src/java/main/org/apache/zookeeper/server/ConnectionBean.java,3,0,0,101,0,0,0,0,3,0,true
